id,area,time,population,area_km2,area_population_density,foot_traffic,area_type,socially_vulnerable_zone,minorities_zone,student_zone,nightlife_zone,day_of_week,hour,is_weekend,is_night,weather,incident_count
24935,Kesklinn,2026-03-26 17:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,17,0,0,clear,1
24936,Kvissentali,2026-03-26 17:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,17,0,0,clear,0
24937,Maarjamõisa,2026-03-26 17:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,17,0,0,clear,0
24938,Raadi-Kruusamäe,2026-03-26 17:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,17,0,0,clear,0
24939,Ropka,2026-03-26 17:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,17,0,0,clear,0
24940,Ropka tööstuse,2026-03-26 17:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,17,0,0,clear,0
24941,Ränilinn,2026-03-26 17:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,17,0,0,clear,0
24942,Supilinn,2026-03-26 17:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,17,0,0,clear,0
24943,Tammelinn,2026-03-26 17:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,17,0,0,clear,0
24944,Tähtvere,2026-03-26 17:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,17,0,0,clear,0
24945,Vaksali,2026-03-26 17:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,17,0,0,clear,0
24946,Variku,2026-03-26 17:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,17,0,0,clear,0
24947,Veeriku,2026-03-26 17:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,17,0,0,clear,0
24948,Ülejõe,2026-03-26 17:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,17,0,0,clear,0
24949,Annelinn,2026-03-26 18:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,18,0,0,storm,2
24950,Ihaste,2026-03-26 18:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,18,0,0,storm,0
24951,Jaamamõisa,2026-03-26 18:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,18,0,0,storm,0
24952,Karlova,2026-03-26 18:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,18,0,0,storm,0
24953,Kesklinn,2026-03-26 18:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,18,0,0,storm,1
24954,Kvissentali,2026-03-26 18:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,18,0,0,storm,0
24955,Maarjamõisa,2026-03-26 18:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,18,0,0,storm,0
24956,Raadi-Kruusamäe,2026-03-26 18:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,18,0,0,storm,0
24957,Ropka,2026-03-26 18:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,18,0,0,storm,0
24958,Ropka tööstuse,2026-03-26 18:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,18,0,0,storm,0
24959,Ränilinn,2026-03-26 18:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,18,0,0,storm,0
24960,Supilinn,2026-03-26 18:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,18,0,0,storm,0
24961,Tammelinn,2026-03-26 18:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,18,0,0,storm,0
24962,Tähtvere,2026-03-26 18:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,18,0,0,storm,0
24963,Vaksali,2026-03-26 18:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,18,0,0,storm,0
24964,Variku,2026-03-26 18:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,18,0,0,storm,0
24965,Veeriku,2026-03-26 18:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,18,0,0,storm,0
24966,Ülejõe,2026-03-26 18:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,18,0,0,storm,0
24967,Annelinn,2026-03-26 19:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,19,0,0,storm,0
24968,Ihaste,2026-03-26 19:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,19,0,0,storm,0
24969,Jaamamõisa,2026-03-26 19:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,19,0,0,storm,0
24970,Karlova,2026-03-26 19:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,19,0,0,storm,0
24971,Kesklinn,2026-03-26 19:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,19,0,0,storm,0
24972,Kvissentali,2026-03-26 19:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,19,0,0,storm,0
24973,Maarjamõisa,2026-03-26 19:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,19,0,0,storm,0
24974,Raadi-Kruusamäe,2026-03-26 19:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,19,0,0,storm,0
24975,Ropka,2026-03-26 19:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,19,0,0,storm,0
24976,Ropka tööstuse,2026-03-26 19:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,19,0,0,storm,0
24977,Ränilinn,2026-03-26 19:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,19,0,0,storm,0
24978,Supilinn,2026-03-26 19:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,19,0,0,storm,0
24979,Tammelinn,2026-03-26 19:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,19,0,0,storm,0
24980,Tähtvere,2026-03-26 19:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,19,0,0,storm,0
24981,Vaksali,2026-03-26 19:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,19,0,0,storm,0
24982,Variku,2026-03-26 19:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,19,0,0,storm,0
24983,Veeriku,2026-03-26 19:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,19,0,0,storm,0
24984,Ülejõe,2026-03-26 19:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,19,0,0,storm,0
24985,Annelinn,2026-03-26 20:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,20,0,0,storm,0
24986,Ihaste,2026-03-26 20:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,20,0,0,storm,0
24987,Jaamamõisa,2026-03-26 20:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,20,0,0,storm,0
24988,Karlova,2026-03-26 20:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,20,0,0,storm,0
24989,Kesklinn,2026-03-26 20:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,20,0,0,storm,2
24990,Kvissentali,2026-03-26 20:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,20,0,0,storm,0
24991,Maarjamõisa,2026-03-26 20:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,20,0,0,storm,0
24992,Raadi-Kruusamäe,2026-03-26 20:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,20,0,0,storm,0
24993,Ropka,2026-03-26 20:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,20,0,0,storm,0
24994,Ropka tööstuse,2026-03-26 20:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,20,0,0,storm,0
24995,Ränilinn,2026-03-26 20:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,20,0,0,storm,0
24996,Supilinn,2026-03-26 20:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,20,0,0,storm,0
24997,Tammelinn,2026-03-26 20:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,20,0,0,storm,0
24998,Tähtvere,2026-03-26 20:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,20,0,0,storm,0
24999,Vaksali,2026-03-26 20:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,20,0,0,storm,0
25000,Variku,2026-03-26 20:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,20,0,0,storm,0
25001,Veeriku,2026-03-26 20:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,20,0,0,storm,0
25002,Ülejõe,2026-03-26 20:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,20,0,0,storm,0
25003,Annelinn,2026-03-26 21:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,21,0,1,storm,0
25004,Ihaste,2026-03-26 21:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,21,0,1,storm,0
25005,Jaamamõisa,2026-03-26 21:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,21,0,1,storm,0
25006,Karlova,2026-03-26 21:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,21,0,1,storm,0
25007,Kesklinn,2026-03-26 21:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,21,0,1,storm,1
25008,Kvissentali,2026-03-26 21:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,21,0,1,storm,0
25009,Maarjamõisa,2026-03-26 21:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,21,0,1,storm,0
25010,Raadi-Kruusamäe,2026-03-26 21:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,21,0,1,storm,0
25011,Ropka,2026-03-26 21:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,21,0,1,storm,0
25012,Ropka tööstuse,2026-03-26 21:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,21,0,1,storm,2
25013,Ränilinn,2026-03-26 21:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,21,0,1,storm,0
25014,Supilinn,2026-03-26 21:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,21,0,1,storm,1
25015,Tammelinn,2026-03-26 21:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,21,0,1,storm,0
25016,Tähtvere,2026-03-26 21:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,21,0,1,storm,0
25017,Vaksali,2026-03-26 21:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,21,0,1,storm,0
25018,Variku,2026-03-26 21:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,21,0,1,storm,0
25019,Veeriku,2026-03-26 21:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,21,0,1,storm,0
25020,Ülejõe,2026-03-26 21:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,21,0,1,storm,0
25021,Annelinn,2026-03-26 22:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,22,0,1,storm,0
25022,Ihaste,2026-03-26 22:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,22,0,1,storm,0
25023,Jaamamõisa,2026-03-26 22:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,22,0,1,storm,0
25024,Karlova,2026-03-26 22:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,22,0,1,storm,2
25025,Kesklinn,2026-03-26 22:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,22,0,1,storm,2
25026,Kvissentali,2026-03-26 22:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,22,0,1,storm,0
25027,Maarjamõisa,2026-03-26 22:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,22,0,1,storm,0
25028,Raadi-Kruusamäe,2026-03-26 22:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,22,0,1,storm,0
25029,Ropka,2026-03-26 22:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,22,0,1,storm,0
25030,Ropka tööstuse,2026-03-26 22:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,22,0,1,storm,0
25031,Ränilinn,2026-03-26 22:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,22,0,1,storm,0
25032,Supilinn,2026-03-26 22:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,22,0,1,storm,0
25033,Tammelinn,2026-03-26 22:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,22,0,1,storm,1
25034,Tähtvere,2026-03-26 22:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,22,0,1,storm,0
25035,Vaksali,2026-03-26 22:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,22,0,1,storm,1
25036,Variku,2026-03-26 22:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,22,0,1,storm,0
25037,Veeriku,2026-03-26 22:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,22,0,1,storm,0
25038,Ülejõe,2026-03-26 22:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,22,0,1,storm,1
25039,Annelinn,2026-03-26 23:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,23,0,1,storm,0
25040,Ihaste,2026-03-26 23:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,23,0,1,storm,0
25041,Jaamamõisa,2026-03-26 23:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,23,0,1,storm,0
25042,Karlova,2026-03-26 23:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,23,0,1,storm,0
25043,Kesklinn,2026-03-26 23:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,23,0,1,storm,0
25044,Kvissentali,2026-03-26 23:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,23,0,1,storm,0
25045,Maarjamõisa,2026-03-26 23:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,23,0,1,storm,0
25046,Raadi-Kruusamäe,2026-03-26 23:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,23,0,1,storm,0
25047,Ropka,2026-03-26 23:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,23,0,1,storm,0
25048,Ropka tööstuse,2026-03-26 23:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,23,0,1,storm,0
25049,Ränilinn,2026-03-26 23:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,23,0,1,storm,0
25050,Supilinn,2026-03-26 23:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,23,0,1,storm,0
25051,Tammelinn,2026-03-26 23:00:00,8118,3.182,2551,low,residential,0,0,0,0,Thursday,23,0,1,storm,0
25052,Tähtvere,2026-03-26 23:00:00,3158,2.5,1263,low,residential,0,0,0,0,Thursday,23,0,1,storm,0
25053,Vaksali,2026-03-26 23:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Thursday,23,0,1,storm,0
25054,Variku,2026-03-26 23:00:00,1714,0.761,2252,low,residential,1,0,0,0,Thursday,23,0,1,storm,0
25055,Veeriku,2026-03-26 23:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Thursday,23,0,1,storm,0
25056,Ülejõe,2026-03-26 23:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Thursday,23,0,1,storm,0
25057,Annelinn,2026-03-27 00:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Friday,0,1,1,rain,0
25058,Ihaste,2026-03-27 00:00:00,3050,4.8,635,low,residential,0,0,0,0,Friday,0,1,1,rain,0
25059,Jaamamõisa,2026-03-27 00:00:00,3464,1.5,2309,low,residential,1,1,0,0,Friday,0,1,1,rain,0
25060,Karlova,2026-03-27 00:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Friday,0,1,1,rain,0
25061,Kesklinn,2026-03-27 00:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Friday,0,1,1,rain,1
25062,Kvissentali,2026-03-27 00:00:00,865,1.509,573,low,residential,0,0,0,0,Friday,0,1,1,rain,0
25063,Maarjamõisa,2026-03-27 00:00:00,477,1.133,421,low,residential,0,0,0,0,Friday,0,1,1,rain,0
25064,Raadi-Kruusamäe,2026-03-27 00:00:00,4804,2.828,1699,low,residential,0,0,0,0,Friday,0,1,1,rain,0
25065,Ropka,2026-03-27 00:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Friday,0,1,1,rain,0
25066,Ropka tööstuse,2026-03-27 00:00:00,2198,3.249,676,low,commercial,1,1,0,0,Friday,0,1,1,rain,0
25067,Ränilinn,2026-03-27 00:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Friday,0,1,1,rain,0
25068,Supilinn,2026-03-27 00:00:00,2307,0.483,4776,low,residential,1,0,1,0,Friday,0,1,1,rain,0
25069,Tammelinn,2026-03-27 00:00:00,8118,3.182,2551,low,residential,0,0,0,0,Friday,0,1,1,rain,0
25070,Tähtvere,2026-03-27 00:00:00,3158,2.5,1263,low,residential,0,0,0,0,Friday,0,1,1,rain,0
25071,Vaksali,2026-03-27 00:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Friday,0,1,1,rain,0
25072,Variku,2026-03-27 00:00:00,1714,0.761,2252,low,residential,1,0,0,0,Friday,0,1,1,rain,0
25073,Veeriku,2026-03-27 00:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Friday,0,1,1,rain,0
25074,Ülejõe,2026-03-27 00:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Friday,0,1,1,rain,1
25075,Annelinn,2026-03-27 01:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Friday,1,1,1,rain,0
25076,Ihaste,2026-03-27 01:00:00,3050,4.8,635,low,residential,0,0,0,0,Friday,1,1,1,rain,0
25077,Jaamamõisa,2026-03-27 01:00:00,3464,1.5,2309,low,residential,1,1,0,0,Friday,1,1,1,rain,0
25078,Karlova,2026-03-27 01:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Friday,1,1,1,rain,2
25079,Kesklinn,2026-03-27 01:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Friday,1,1,1,rain,2
25080,Kvissentali,2026-03-27 01:00:00,865,1.509,573,low,residential,0,0,0,0,Friday,1,1,1,rain,1
25081,Maarjamõisa,2026-03-27 01:00:00,477,1.133,421,low,residential,0,0,0,0,Friday,1,1,1,rain,0
25082,Raadi-Kruusamäe,2026-03-27 01:00:00,4804,2.828,1699,low,residential,0,0,0,0,Friday,1,1,1,rain,0
25083,Ropka,2026-03-27 01:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Friday,1,1,1,rain,0
25084,Ropka tööstuse,2026-03-27 01:00:00,2198,3.249,676,low,commercial,1,1,0,0,Friday,1,1,1,rain,0
25085,Ränilinn,2026-03-27 01:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Friday,1,1,1,rain,0
25086,Supilinn,2026-03-27 01:00:00,2307,0.483,4776,low,residential,1,0,1,0,Friday,1,1,1,rain,0
25087,Tammelinn,2026-03-27 01:00:00,8118,3.182,2551,low,residential,0,0,0,0,Friday,1,1,1,rain,0
25088,Tähtvere,2026-03-27 01:00:00,3158,2.5,1263,low,residential,0,0,0,0,Friday,1,1,1,rain,0
25089,Vaksali,2026-03-27 01:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Friday,1,1,1,rain,0
25090,Variku,2026-03-27 01:00:00,1714,0.761,2252,low,residential,1,0,0,0,Friday,1,1,1,rain,0
25091,Veeriku,2026-03-27 01:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Friday,1,1,1,rain,0
25092,Ülejõe,2026-03-27 01:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Friday,1,1,1,rain,1
25093,Annelinn,2026-03-27 02:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Friday,2,1,1,rain,0
25094,Ihaste,2026-03-27 02:00:00,3050,4.8,635,low,residential,0,0,0,0,Friday,2,1,1,rain,0
25095,Jaamamõisa,2026-03-27 02:00:00,3464,1.5,2309,low,residential,1,1,0,0,Friday,2,1,1,rain,0
25096,Karlova,2026-03-27 02:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Friday,2,1,1,rain,0
25097,Kesklinn,2026-03-27 02:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Friday,2,1,1,rain,0
25098,Kvissentali,2026-03-27 02:00:00,865,1.509,573,low,residential,0,0,0,0,Friday,2,1,1,rain,0
25099,Maarjamõisa,2026-03-27 02:00:00,477,1.133,421,low,residential,0,0,0,0,Friday,2,1,1,rain,0
25100,Raadi-Kruusamäe,2026-03-27 02:00:00,4804,2.828,1699,low,residential,0,0,0,0,Friday,2,1,1,rain,0
25101,Ropka,2026-03-27 02:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Friday,2,1,1,rain,0
25102,Ropka tööstuse,2026-03-27 02:00:00,2198,3.249,676,low,commercial,1,1,0,0,Friday,2,1,1,rain,0
25103,Ränilinn,2026-03-27 02:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Friday,2,1,1,rain,0
25104,Supilinn,2026-03-27 02:00:00,2307,0.483,4776,low,residential,1,0,1,0,Friday,2,1,1,rain,0
25105,Tammelinn,2026-03-27 02:00:00,8118,3.182,2551,low,residential,0,0,0,0,Friday,2,1,1,rain,0
25106,Tähtvere,2026-03-27 02:00:00,3158,2.5,1263,low,residential,0,0,0,0,Friday,2,1,1,rain,0
25107,Vaksali,2026-03-27 02:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Friday,2,1,1,rain,0
25108,Variku,2026-03-27 02:00:00,1714,0.761,2252,low,residential,1,0,0,0,Friday,2,1,1,rain,1
25109,Veeriku,2026-03-27 02:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Friday,2,1,1,rain,0
25110,Ülejõe,2026-03-27 02:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Friday,2,1,1,rain,0
25111,Annelinn,2026-03-27 03:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Friday,3,1,1,rain,0
25112,Ihaste,2026-03-27 03:00:00,3050,4.8,635,low,residential,0,0,0,0,Friday,3,1,1,rain,0
25113,Jaamamõisa,2026-03-27 03:00:00,3464,1.5,2309,low,residential,1,1,0,0,Friday,3,1,1,rain,0
25114,Karlova,2026-03-27 03:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Friday,3,1,1,rain,0
25115,Kesklinn,2026-03-27 03:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Friday,3,1,1,rain,0
25116,Kvissentali,2026-03-27 03:00:00,865,1.509,573,low,residential,0,0,0,0,Friday,3,1,1,rain,0
25117,Maarjamõisa,2026-03-27 03:00:00,477,1.133,421,low,residential,0,0,0,0,Friday,3,1,1,rain,0
25118,Raadi-Kruusamäe,2026-03-27 03:00:00,4804,2.828,1699,low,residential,0,0,0,0,Friday,3,1,1,rain,0
25119,Ropka,2026-03-27 03:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Friday,3,1,1,rain,0
25120,Ropka tööstuse,2026-03-27 03:00:00,2198,3.249,676,low,commercial,1,1,0,0,Friday,3,1,1,rain,0
25121,Ränilinn,2026-03-27 03:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Friday,3,1,1,rain,0
25122,Supilinn,2026-03-27 03:00:00,2307,0.483,4776,low,residential,1,0,1,0,Friday,3,1,1,rain,0
25123,Tammelinn,2026-03-27 03:00:00,8118,3.182,2551,low,residential,0,0,0,0,Friday,3,1,1,rain,0
25124,Tähtvere,2026-03-27 03:00:00,3158,2.5,1263,low,residential,0,0,0,0,Friday,3,1,1,rain,0
25125,Vaksali,2026-03-27 03:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Friday,3,1,1,rain,0
25126,Variku,2026-03-27 03:00:00,1714,0.761,2252,low,residential,1,0,0,0,Friday,3,1,1,rain,0
25127,Veeriku,2026-03-27 03:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Friday,3,1,1,rain,0
25128,Ülejõe,2026-03-27 03:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Friday,3,1,1,rain,0
25129,Annelinn,2026-03-27 04:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Friday,4,1,1,rain,2
25130,Ihaste,2026-03-27 04:00:00,3050,4.8,635,low,residential,0,0,0,0,Friday,4,1,1,rain,0
25131,Jaamamõisa,2026-03-27 04:00:00,3464,1.5,2309,low,residential,1,1,0,0,Friday,4,1,1,rain,0
25132,Karlova,2026-03-27 04:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Friday,4,1,1,rain,0
25133,Kesklinn,2026-03-27 04:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Friday,4,1,1,rain,1
25134,Kvissentali,2026-03-27 04:00:00,865,1.509,573,low,residential,0,0,0,0,Friday,4,1,1,rain,0
25135,Maarjamõisa,2026-03-27 04:00:00,477,1.133,421,low,residential,0,0,0,0,Friday,4,1,1,rain,0
25136,Raadi-Kruusamäe,2026-03-27 04:00:00,4804,2.828,1699,low,residential,0,0,0,0,Friday,4,1,1,rain,0
25137,Ropka,2026-03-27 04:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Friday,4,1,1,rain,0
25138,Ropka tööstuse,2026-03-27 04:00:00,2198,3.249,676,low,commercial,1,1,0,0,Friday,4,1,1,rain,0
25139,Ränilinn,2026-03-27 04:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Friday,4,1,1,rain,0
25140,Supilinn,2026-03-27 04:00:00,2307,0.483,4776,low,residential,1,0,1,0,Friday,4,1,1,rain,0
25141,Tammelinn,2026-03-27 04:00:00,8118,3.182,2551,low,residential,0,0,0,0,Friday,4,1,1,rain,0
25142,Tähtvere,2026-03-27 04:00:00,3158,2.5,1263,low,residential,0,0,0,0,Friday,4,1,1,rain,0
25143,Vaksali,2026-03-27 04:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Friday,4,1,1,rain,0
25144,Variku,2026-03-27 04:00:00,1714,0.761,2252,low,residential,1,0,0,0,Friday,4,1,1,rain,0
25145,Veeriku,2026-03-27 04:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Friday,4,1,1,rain,0
25146,Ülejõe,2026-03-27 04:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Friday,4,1,1,rain,0
25147,Annelinn,2026-03-27 05:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Friday,5,1,1,rain,0
25148,Ihaste,2026-03-27 05:00:00,3050,4.8,635,low,residential,0,0,0,0,Friday,5,1,1,rain,0
25149,Jaamamõisa,2026-03-27 05:00:00,3464,1.5,2309,low,residential,1,1,0,0,Friday,5,1,1,rain,0
25150,Karlova,2026-03-27 05:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Friday,5,1,1,rain,0
25151,Kesklinn,2026-03-27 05:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Friday,5,1,1,rain,0
25152,Kvissentali,2026-03-27 05:00:00,865,1.509,573,low,residential,0,0,0,0,Friday,5,1,1,rain,0
25153,Maarjamõisa,2026-03-27 05:00:00,477,1.133,421,low,residential,0,0,0,0,Friday,5,1,1,rain,0
25154,Raadi-Kruusamäe,2026-03-27 05:00:00,4804,2.828,1699,low,residential,0,0,0,0,Friday,5,1,1,rain,0
25155,Ropka,2026-03-27 05:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Friday,5,1,1,rain,0
25156,Ropka tööstuse,2026-03-27 05:00:00,2198,3.249,676,low,commercial,1,1,0,0,Friday,5,1,1,rain,0
25157,Ränilinn,2026-03-27 05:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Friday,5,1,1,rain,0
25158,Supilinn,2026-03-27 05:00:00,2307,0.483,4776,low,residential,1,0,1,0,Friday,5,1,1,rain,0
